query_doi,query_abstract,ground_truth_dois,metadata
10.30784/EPFAD.632288,"The increase in globalization has led to the redefinition of the tax policy perceptions of countries. The increase in globalization has also led to pressures on governments to revise their taxation policies in order to compensate for the potential risks that may arise. It is noteworthy that many countries around the world have reduced corporate tax rates in recent years. Thus, this paper investigates the role of increasing globalization in this process of decline. For this, the paper tests whether globalization has a significant effect on corporate taxation by using a panel of 33 countries over the period 1998-2016. The paper takes into account three main dimensions of globalization economic, trade and politics. Moreover, the paper uses the two different measurements of globalization de facto and de jure. The empirical results suggest a negative relationship between globalization and corporate tax. The results are robust in terms of different dimensions and measurements of globalization. It can be concluded that global integration does matter for policymakers and increasing integration also influences independent national fiscal and economic policies of countries.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1182, ""original_abstract_found"": true}"
10.35774/JEE2021.02.246,"The article investigates a transition from globalization to its more restricted model called slow stabilization or slowbalization in the context of the most decisive challenge to economic diplomacy. The authors of this study identify the problems of globalization, outline possible causes and consequences, and con- Jos Manuel Macedo Botelho, Iveta Mietule, Hanna Puriy, Irina Maksymova, Volodymyr Kulishov, 2021.247sider the option of returning to comprehensive protectionism as a manifestation of the economic diplomacy of national economic systems in the context of globalization and slowbalization. The novelty of this work is in using economic diplomacy, in the unique pandemic context, as a driver to support economic recovery, helping to define national and international policies and creating a strong network where government, embassies, consulates, agencies, institutions, companies and households can come together to achieve effective cooperation. The research concludes that economic diplomacy in general, and export promotion agencies in particular, encourage export promotion and trade growth. Authors establish that the strategy of economic diplomacy is the driver of recovery and can assist in the scenario of deceleration defining a clear export strategy, creating a large network that involves all actors and network of offices abroad to spread the exports policy, and employing a wide variety of instruments, such as bilateral, regional, and multilateral agreements.There is no doubt, the world economy is going through a difficult transition from globalization to slowbalization, while the tension between economic nationalism and globalization intensifies, which shapes up to be one of the most decisive challenges for economic diplomacy.Despite the considerable and increasing scientific interest in globalization issues and wide exploration of diplomatic paradigm, the problem of economic di-","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1916, ""original_abstract_found"": true}"
10.1080/09638199.2023.2253478,"The implications of trade, macroeconomic management, and economic integration for external debt have rarely been researched in public debt studies.Hence, the novelty of this study's contribution to the literature hinges on identifying the significance of these factors in external debt accumulation for West African countries from 1981 to 2020.Methodologically, the study applied pooled mean group analytical approach due to its significance in identifying short-term heterogeneous effects.Empirical deductions from the study indicated that trade and economic integration would potentially trigger external debt accumulations in the short term, while the implication of macroeconomic management is neutral.However, the long-term quantified relations of trade and economic integration on external debt demonstrate a diminishing effect, while macroeconomic management has weak significance.The individual country short-term results indicated that trade enhanced the volume of external debt in almost all countries examined.Also, macroeconomic management and economic integration were revealed to have moderate and insignificant associations with external debt accumulation.Furthermore, this study affirmed that the role of financial sector uncertainty, political imbalance, insurgency, and disease outbreaks are accompanying exacerbating factors for foreign indebtedness in West African countries.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1395, ""original_abstract_found"": true}"
10.30525/2661-5150/2022-2-3,"The influence of globalization processes on the functioning and implementation of the strategy of economic development of the state is analyzed and proved.The author's approach to defining the concept of economic globalization and economic strategy of the state taking into account globalization challenges is offered, the model of realization of strategy of economic development of the state in the conditions of globalization is developed.New external challenges for Ukraine in the context of globalization and further integration of the country into the world economy include both potential benefits that should be sought to maximize and serious risks and threats that require targeted action to identify, mitigate and neutralize.Ukraine's economic development are formed.In the light of modern globalization challenges and a new stage of Ukraine's economic development, the importance of scientific substantiation of national economic strategies and the formation of effective state economic policy on their basis is growing.It is important to form a new vision for the choice of economic development strategies, which will be based on scientific knowledge, existing patterns of modern economic development and a clear understanding of the possibilities of advanced development.The choice of economic development strategy in the context of globalization requires a theoretical understanding of the essence of this phenomenon, its impact, determining their place in the system of macroeconomic development.New external challenges for Ukraine in the context of globalization and further integration of the country into the world economy include both potential benefits that should be sought to maximize and serious risks and threats that require targeted action to identify, mitigate and neutralize.The strategy of economic development of the state should be to effectively integrate the economy into globalization, which ensures maximum use of the resulting benefits and minimize the inevitable risks in favor of successful economic development.The strategy of economic development of the state in the effective","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 2114, ""original_abstract_found"": true}"
10.3390/SU12135480,"In 2015, the United Nations (UN) approved the 2030 Agenda on Sustainable Development to improve the lives of countries and societies. The World Tourism Organization (UNWTO) incorporated the agenda into the tourism industry. This study has as its primary objective an exploratory analysis of tourism activity in the EU-28 countries over the decade 2009-2018 and its adaptation to the Sustainable Development Goals through the lens of employment. This study focuses on the goals of decent employment and economic growth (O8) and gender equality (O5). The results obtained suggest that, in general, the eastern countries of the EU-28 show better values for Sustainable Development Goal (SDG) (8) and SDG (5) with respect to both employment and the wage gap. However, these countries have lower GDP-weighted remunerations, which can become an opportunity to obtain higher shares of tourism activity within the EU. It is concluded that there is a need to reinforce the awareness of the fabric of the tourism business and for public administrations to favor stable and decent employment and a reduction in the current gender wage gap.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1128, ""original_abstract_found"": true}"
10.17811/EBL.12.3.2023.213-230,"This paper investigates the Tourism Led Growth (TLG) relationship, incorporating the law of economic returns and the Tourism Area Life Cycle (TALC) theory, along with economic complexity and globalization.To measure tourism accurately, principal components analysis is employed, integrating five tourism-specific variables for 127 countries spanning the period from 1995 to 2020.The empirical analysis utilizes advanced panel dynamic models that account for cross-sectional dependence, yielding robust evidence of a nonlinear TLG relationship.Our findings reveal an inverted U-shaped curve characterizing the TLG relationship in both the short and long run, highlighting distinct impacts of tourism specialization in each time frame.Specifically, higher levels of tourism specialization in the short run can lead to diminishing returns to scale in the long run.Furthermore, our analysis demonstrates that cultural globalization positively facilitates the TLG relationship, while economic complexity exerts a negative influence on the impact of tourism on economic growth.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1071, ""original_abstract_found"": true}"
10.20885/EJEM.VOL12.ISS2.ART8,"This paper examines the effect of the globalization threshold on financial inclusion in 40 selected countries during 2000-2018. A principal component analysis (PCA) and a static panel threshold (SPT) are utilized. There are three dimensions and one aggregation of financial inclusion indicators assessed by PCA, while the globalization threshold is estimated under static panel threshold regression.Findings/Originality The findings exhibit six countries with strong financial inclusion and eight countries with weak financial inclusion during study periods. Furthermore, the threshold effect of globalization has a significant impact on the financial inclusion index. The robustness checking employs panel cointegration test exhibits that inequality and some institutions indicators have a significant impact on financial inclusion both in the short-run and long-run. The policy implication suggests that governments should increase the financial inclusion index level during the globalization period, decrease inequality, and improve institutions' quality.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1058, ""original_abstract_found"": true}"
10.1002/SD.2251,"Countries enact environmental regulations to achieve sustainable development and ecological sustainability.However, environmental regulations do not guarantee environmental sustainability unless implemented efficiently.Furthermore, political institutions play a key role in the formulation and management of environmental regulations.This research examines the relationship between democracy, environmental regulations, economic growth, and ecological footprint (EF) in the panel of G7 nations from 1985 to 2017.Second generation econometric techniques are used to analyze the data.The empirical evidence indicates that economic growth enhances EF while democracy and environmental regulations positively contribute to ecological sustainability by reducing EF.The causal outcomes reveal that democracy Granger causes EF and renewable energy indicating that democracy curbs environmental degradation and stimulates the share of renewables.Further, democracy and environmental regulations Granger cause each other.Lastly, the implication of these findings for sustainable development and ecological sustainability are discussed.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.33271/NVNGU/2021-1/154"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 1126, ""original_abstract_found"": true}"
10.33271/NVNGU/2021-1/154,"n. Kalyuzhna 1 , orcid.org/0000-0003-0513-705X, a. Khodzhaian 2 , orcid.org/0000-0002-3015-1016, I. Baron 3 , orcid.org/0000-0003-4841-5152 Of glOBalIZatIOn threats tO the ecOnOMIc sOVereIgnty Of cOuntrIes wIth transItIOn ecOnOMIes purpose. To determine globalization threats to the economic sovereignty of transition economy countries based on the analysis and systematization of patterns in dynamics of subindices of the KOF Globalization Index.Methodology. The methods of analysis and synthesis are used to systematize data on the structure and dynamics of the KOF Globalization Index. The method of correlationregression analysis is used to assess statistical significance of the relation between the KOF Globalization subindices and economic development indicators of the countries of the statistical sample.findings. It is shown that wide rating opportunities to assess the level of the country's involvement in the world economic processes are created by index rating systems, one of which is the KOF Globalization Index. The dynamics and structure of de jure and de facto KOF Globalization Index are analyzed. A statistical sampling of the countries has been formed according to the cri terion of the level of economic development the value of the subindices of political and economic globalization of the KOF within the period of 2003-2017 has been analyzed. It is shown that for all groups of countries in the statistical sampling, the hy pothesis of no direct statistically significant relationship between the value of the subindex of economic globalization KOF and indicators of their economic development can be accepted. At the same time, a direct, mostly strong and statistically significant correlation between the values of the KOF subindex of political globalization and economic development indicators has been confirmed, which proves the importance of choosing a rational vector of foreign policy integration to provide economic develop ment.Originality. Confirmation of the hypothesis of no direct correlation between the level of state involvement in the world econo my and the level of its economic development shows the transformation of the idea of openness of the national economy as a prerequisite for its successful development. On the contrary, it allows considering globalization as a source of additional globaliza tion risks for the economic sovereignty of countries with weak economies. practical value. The obtained results create a basis to develop approaches for assessing vulnerability of the economic sover eignty of countries, which will take into account the determinants of economic globalization and specify the ways to minimize their destructive impact on national economic systems in neoprotectionism.","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.1080/17938120.2022.2160182"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 2746, ""original_abstract_found"": true}"
10.1080/17938120.2022.2160182,"The Gulf Cooperation Council (GCC) countries have some of the highest obesity rates in the world. At the same time, the GCC countries have become increasingly integrated in the global economy as they attempt to diversify their economies. This raises the question whether rapid development and globalization contribute to obesity in these countries. To deal with the existing autocorrelation in the error term and the endogeneity problem, a dynamic panel econometric model is used to estimate the effect of globalization in its various dimensions on obesity in the GCC countries. This study finds evidence for positive and significant effect of social and economic globalization on obesity rates in the GCC countries relative to the rest of the world. The results suggest that (rapid) globalization can lead to higher obesity rates in emerging economies. Hence, policy has an important role to play to cushion the impact of globalization on health and nutrition.ARTICLE HISTORY","[""10.1016/J.CRFS.2023.100517"", ""10.1016/J.TMAID.2023.102556"", ""10.3390/IJERPH17228614"", ""10.14254/2071-8330.2021/14-3/1"", ""10.14201/RLOP.23132"", ""10.22598/PI-BE/2021.15.1.23"", ""10.34069/AI/2020.29.05.26"", ""10.1007/S11625-022-01166-3"", ""10.3390/EN13040850"", ""10.1136/BMJGH-2023-012062"", ""10.3389/FPUBH.2021.681604"", ""10.3846/CIBMEE.2021.590"", ""10.35784/PREKO.3947"", ""10.1016/J.HELIYON.2024.E24636"", ""10.5829/IJEE.2021.12.01.09"", ""10.47743/SAEB-2023-0007"", ""10.1088/1748-9326/ABDC89"", ""10.1088/1748-9326/ABF465"", ""10.21203/RS.3.RS-178902/V1"", ""10.1177/19485506221124392"", ""10.7176/JEP/11-24-05"", ""10.1080/13501763.2022.2096103"", ""10.24294/JIPD.V8I3.3108"", ""10.21511/PPM.19(1).2021.34"", ""10.30784/EPFAD.632288"", ""10.35774/JEE2021.02.246"", ""10.1080/09638199.2023.2253478"", ""10.30525/2661-5150/2022-2-3"", ""10.3390/SU12135480"", ""10.17811/EBL.12.3.2023.213-230"", ""10.20885/EJEM.VOL12.ISS2.ART8"", ""10.1002/SD.2251"", ""10.33271/NVNGU/2021-1/154"", ""10.52131/JOE.2021.0302.0039"", ""10.20885/EJEM.VOL14.ISS2.ART5"", ""10.1007/S40497-022-00339-9"", ""10.1186/S12992-021-00769-2"", ""10.1002/IJFE.2555"", ""10.7441/JOC.2023.02.02"", ""10.1007/S10668-022-02676-X"", ""10.1057/S41599-023-01747-2"", ""10.1007/S11079-021-09646-2"", ""10.1371/JOURNAL.PONE.0275249"", ""10.3390/JOITMC7010049""]","{""source_datapaper"": ""10.1007/S11558-019-09344-2"", ""char_length"": 976, ""original_abstract_found"": true}"
